Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV J1772 Connector Count,EV J1772 Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW)
ELEC,Hyatt at Fisherman's Wharf,555 N Point St,,San Francisco,CA,94133,,415-563-1234,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,1.0,,,Non-Networked,,GPS,37.80619,-122.4152,2023-05-03,7280,2024-01-31 22:07:01 UTC,P,,,1998-07-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Palace Hotel,2 New Montgomery St,,San Francisco,CA,94105,,415-512-1111,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,37.78881,-122.401,2023-05-03,21358,2024-01-31 22:07:01 UTC,P,,,2002-01-31,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$7 per session,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Palace Hotel,2 New Montgomery St,,San Francisco,CA,94105,,415-512-1111,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,37.78881,-122.401,2023-05-03,21358,2024-01-31 22:07:01 UTC,P,,,2002-01-31,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$7 per session,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Mark Hopkins InterContinental Hotel,999 California St,California at Mason,San Francisco,CA,94108,,415-392-3434,E,,Public,24 hours daily; for guest use only; see valet for access,,,,,,1.0,,,Non-Networked,,200-8,37.791791,-122.411265,2024-08-15,21360,2024-08-15 19:57:12 UTC,P,,,2002-01-31,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.539336,-121.732405,2023-01-10,21673,2023-02-14 15:54:11 UTC,SG,,,2004-06-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.539336,-121.732405,2023-01-10,21673,2023-02-14 15:54:11 UTC,SG,,,2004-06-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,,0,,0,,0,,0,
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.539336,-121.732405,2023-01-10,21673,2023-02-14 15:54:11 UTC,SG,,,2004-06-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.539336,-121.732405,2023-01-10,21673,2023-02-14 15:54:11 UTC,SG,,,2004-06-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,,Vacaville,CA,95687,,707-449-5424,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.356027,-121.9628,2024-07-11,25511,2024-07-11 19:05:43 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,D,,,,,4.0,,,Non-Networked,,GPS,38.36557,-121.967,2024-07-11,25514,2024-07-11 19:05:43 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
